,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
3870,3870,3870,3870,3870,3870,3870,3870,3870,19032,22.000,871,1,5,0,3,4,0,4,4,2,4,3,2,5,4,0,2.0
3871,3871,3871,3871,3871,3871,3871,3871,3871,32546,62.000,2276,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0.0
3872,3872,3872,3872,3872,3872,3872,3872,3872,18779,46.000,551,4,1,1,1,1,3,2,5,5,4,5,1,5,3,43,31.0
3873,3873,3873,3873,3873,3873,3873,3873,3873,123450,47.000,2125,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0
3874,3874,3874,3874,3874,3874,3874,3874,3874,83912,42.000,2543,2,5,5,5,1,3,4,2,2,1,2,2,2,3,0,0.0
3875,3875,3875,3875,3875,3875,3875,3875,3875,97688,66.000,491,2,2,2,4,2,2,5,2,5,3,4,4,4,2,0,0.0
3876,3876,3876,3876,3876,3876,3876,3876,3876,34066,40.000,1674,3,1,3,4,3,3,3,3,1,4,4,1,3,3,20,0.0
3877,3877,3877,3877,3877,3877,3877,3877,3877,67813,58.000,2294,1,1,1,1,5,2,1,5,5,5,5,2,5,2,0,0.0
3878,3878,3878,3878,3878,3878,3878,3878,3878,66888,55.000,2114,2,5,5,5,4,4,4,2,2,2,2,3,2,4,0,0.0
3879,3879,3879,3879,3879,3879,3879,3879,3879,32823,22.000,216,1,0,0,2,3,0,3,3,4,4,5,3,3,3,0,3.0
3880,3880,3880,3880,3880,3880,3880,3880,3880,7957,25.000,2721,2,2,2,2,3,4,3,3,3,2,4,3,4,3,0,0.0
3881,3881,3881,3881,3881,3881,3881,3881,3881,10533,39.000,429,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0
3882,3882,3882,3882,3882,3882,3882,3882,3882,114087,12.000,1947,0,4,0,5,1,0,1,1,5,3,5,4,5,1,25,18.0
3883,3883,3883,3883,3883,3883,3883,3883,3883,113116,44.000,479,3,4,3,3,5,3,3,2,2,3,2,3,2,1,26,22.0
3884,3884,3884,3884,3884,3884,3884,3884,3884,103980,40.000,1334,5,5,5,5,3,4,4,5,5,5,5,5,5,4,2,0.0
3885,3885,3885,3885,3885,3885,3885,3885,3885,126195,26.000,631,4,2,4,3,5,4,5,5,1,4,4,1,4,5,0,0.0
3886,3886,3886,3886,3886,3886,3886,3886,3886,90521,42.000,406,4,4,4,4,3,4,5,5,5,5,5,4,5,4,3,0.0
3887,3887,3887,3887,3887,3887,3887,3887,3887,33406,35.000,851,1,1,1,5,1,4,4,4,2,4,5,4,1,4,0,18.0
3888,3888,3888,3888,3888,3888,3888,3888,3888,46872,27.000,844,3,3,3,4,4,3,1,4,1,2,3,2,4,4,10,22.0
3889,3889,3889,3889,3889,3889,3889,3889,3889,12398,22.000,2840,4,5,5,5,1,1,4,1,2,2,3,4,3,1,0,0.0
3890,3890,3890,3890,3890,3890,3890,3890,3890,28193,7.000,834,3,3,3,1,1,3,1,1,4,3,2,1,1,1,0,0.0
3891,3891,3891,3891,3891,3891,3891,3891,3891,128049,54.000,735,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0
3892,3892,3892,3892,3892,3892,3892,3892,3892,104568,24.000,369,2,4,2,2,3,2,3,3,4,5,5,3,5,3,11,10.0
3893,3893,3893,3893,3893,3893,3893,3893,3893,44953,46.000,397,3,3,3,1,2,1,4,1,1,3,1,1,1,4,34,47.0
3894,3894,3894,3894,3894,3894,3894,3894,3894,49666,40.000,109,3,3,3,2,3,3,4,3,4,2,5,1,3,3,56,54.0
3895,3895,3895,3895,3895,3895,3895,3895,3895,42037,32.000,116,1,2,2,2,2,2,1,2,2,4,3,1,4,2,0,0.0
3896,3896,3896,3896,3896,3896,3896,3896,3896,99360,48.000,409,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,0.0
3897,3897,3897,3897,3897,3897,3897,3897,3897,49476,59.000,109,4,3,4,4,4,4,4,4,2,1,4,2,1,4,5,0.0
3898,3898,3898,3898,3898,3898,3898,3898,3898,109021,50.000,1609,4,4,4,4,4,5,5,2,2,2,2,3,2,4,14,10.0
3899,3899,3899,3899,3899,3899,3899,3899,3899,52439,27.000,598,4,0,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0
3900,3900,3900,3900,3900,3900,3900,3900,3900,107785,50.000,666,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0.0
3901,3901,3901,3901,3901,3901,3901,3901,3901,82392,48.000,1808,4,4,5,4,2,5,4,4,4,4,4,5,4,3,0,1.0
3902,3902,3902,3902,3902,3902,3902,3902,3902,84404,15.000,606,2,5,5,5,2,2,2,2,4,1,3,4,3,2,0,0.0
3903,3903,3903,3903,3903,3903,3903,3903,3903,84622,18.000,669,3,4,3,3,5,3,5,5,3,2,4,3,4,5,0,0.0
3904,3904,3904,3904,3904,3904,3904,3904,3904,71664,62.000,1120,1,4,1,5,2,1,2,2,3,2,5,4,4,2,0,0.0
3905,3905,3905,3905,3905,3905,3905,3905,3905,49558,47.000,308,5,5,5,5,2,1,3,5,5,5,5,2,5,1,0,0.0
3906,3906,3906,3906,3906,3906,3906,3906,3906,48345,33.000,587,4,0,4,4,3,4,3,3,4,3,5,4,5,3,0,
3907,3907,3907,3907,3907,3907,3907,3907,3907,99781,45.000,584,1,1,1,1,3,5,4,5,5,5,5,5,5,4,100,121.0
3908,3908,3908,3908,3908,3908,3908,3908,3908,58303,57.000,1739,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6,0.0
3909,3909,3909,3909,3909,3909,3909,3909,3909,88778,32.000,270,4,4,2,4,5,5,5,5,5,2,4,4,4,5,0,0.0
3910,3910,3910,3910,3910,3910,3910,3910,3910,26486,13.000,842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0.0
3911,3911,3911,3911,3911,3911,3911,3911,3911,29816,38.000,31,4,2,2,2,4,4,4,4,4,4,3,5,2,4,0,0.0
3912,3912,3912,3912,3912,3912,3912,3912,3912,48742,23.000,209,4,4,4,3,2,4,2,2,3,2,3,3,4,2,13,0.0
3913,3913,3913,3913,3913,3913,3913,3913,3913,74809,33.000,1431,5,4,3,4,5,5,5,5,3,3,2,4,4,5,34,51.0
3914,3914,3914,3914,3914,3914,3914,3914,3914,95096,65.000,248,3,5,3,2,4,3,4,4,4,3,5,5,4,4,14,28.0
3915,3915,3915,3915,3915,3915,3915,3915,3915,75719,21.000,813,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0.0
3916,3916,3916,3916,3916,3916,3916,3916,3916,77142,58.000,1865,5,5,5,5,5,3,4,4,4,4,4,3,4,3,0,0.0
3917,3917,3917,3917,3917,3917,3917,3917,3917,3146,40.000,140,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0
3918,3918,3918,3918,3918,3918,3918,3918,3918,114585,45.000,446,2,2,2,1,4,2,4,4,3,2,5,5,5,4,0,0.0
3919,3919,3919,3919,3919,3919,3919,3919,3919,54334,8.000,1597,2,5,2,4,1,2,1,1,3,3,4,5,4,1,4,0.0
3920,3920,3920,3920,3920,3920,3920,3920,3920,89808,52.000,1688,2,4,2,2,2,4,5,4,4,4,4,4,4,5,22,13.0
3921,3921,3921,3921,3921,3921,3921,3921,3921,48235,32.000,259,5,3,5,5,2,5,1,2,5,4,5,3,5,2,0,0.0
3922,3922,3922,3922,3922,3922,3922,3922,3922,84004,13.000,373,2,3,2,3,5,2,5,5,3,3,5,3,2,5,0,4.0
3923,3923,3923,3923,3923,3923,3923,3923,3923,59561,24.000,787,2,2,2,2,1,2,1,1,4,2,5,3,5,1,6,0.0
3924,3924,3924,3924,3924,3924,3924,3924,3924,128126,54.000,1587,2,5,2,5,2,5,5,4,4,2,4,3,4,3,0,0.0
3925,3925,3925,3925,3925,3925,3925,3925,3925,114332,69.000,862,4,4,4,2,2,4,4,4,4,4,4,5,4,5,8,9.0
3926,3926,3926,3926,3926,3926,3926,3926,3926,70149,7.000,550,4,4,4,3,1,4,1,1,2,5,2,1,4,1,4,4.0
3927,3927,3927,3927,3927,3927,3927,3927,3927,88151,54.000,2703,1,1,4,1,3,5,5,5,5,5,5,5,5,4,19,5.0
3928,3928,3928,3928,3928,3928,3928,3928,3928,114784,59.000,1503,2,5,2,2,4,4,5,5,5,5,5,5,5,5,10,0.0
3929,3929,3929,3929,3929,3929,3929,3929,3929,25823,22.000,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,4,7.0
3930,3930,3930,3930,3930,3930,3930,3930,3930,10585,23.000,458,2,4,2,5,2,2,2,2,3,4,4,5,5,2,26,30.0
3931,3931,3931,3931,3931,3931,3931,3931,3931,6797,36.000,223,1,3,1,1,2,4,5,5,5,5,5,5,5,5,0,0.0
3932,3932,3932,3932,3932,3932,3932,3932,3932,74743,46.000,1171,3,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0.0
3933,3933,3933,3933,3933,3933,3933,3933,3933,38213,23.000,1197,4,5,5,5,4,4,5,4,3,2,1,5,2,4,0,0.0
3934,3934,3934,3934,3934,3934,3934,3934,3934,40194,24.000,387,4,0,4,3,5,4,2,5,5,2,5,1,5,5,0,0.0
3935,3935,3935,3935,3935,3935,3935,3935,3935,66085,41.000,1055,2,4,2,3,5,2,5,5,5,2,5,4,5,5,9,9.0
3936,3936,3936,3936,3936,3936,3936,3936,3936,12489,49.000,190,5,3,3,3,4,5,1,5,5,5,5,5,5,4,0,0.0
3937,3937,3937,3937,3937,3937,3937,3937,3937,1205,54.000,312,2,4,4,3,5,5,5,5,5,4,5,3,5,4,0,0.0
3938,3938,3938,3938,3938,3938,3938,3938,3938,15442,59.000,331,4,4,4,4,2,2,3,5,5,4,5,1,5,4,0,1.0
3939,3939,3939,3939,3939,3939,3939,3939,3939,45670,32.000,313,3,4,2,3,3,2,1,3,4,2,5,5,4,3,0,0.0
3940,3940,3940,3940,3940,3940,3940,3940,3940,2069,40.000,2502,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0
3941,3941,3941,3941,3941,3941,3941,3941,3941,30998,42.000,391,5,5,5,5,3,3,3,4,4,4,4,4,4,4,29,60.0
3942,3942,3942,3942,3942,3942,3942,3942,3942,107705,21.000,405,2,3,2,3,4,2,4,4,4,2,3,4,2,4,13,3.0
3943,3943,3943,3943,3943,3943,3943,3943,3943,5059,52.000,3394,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,25.0
3944,3944,3944,3944,3944,3944,3944,3944,3944,41307,27.000,802,3,5,2,5,3,4,3,3,2,1,4,2,4,3,0,8.0
3945,3945,3945,3945,3945,3945,3945,3945,3945,101057,54.000,368,2,3,3,3,1,3,4,2,2,2,2,2,2,2,23,9.0
3946,3946,3946,3946,3946,3946,3946,3946,3946,101241,48.000,1587,3,3,3,3,3,3,3,3,2,1,3,3,4,3,21,11.0
3947,3947,3947,3947,3947,3947,3947,3947,3947,88689,33.000,594,3,4,3,3,3,3,3,3,4,3,4,1,3,3,87,69.0
3948,3948,3948,3948,3948,3948,3948,3948,3948,110657,52.000,3000,2,2,2,2,5,5,4,4,4,4,4,4,4,3,4,0.0
3949,3949,3949,3949,3949,3949,3949,3949,3949,34777,43.000,209,3,3,3,3,3,3,4,5,5,3,5,3,5,2,40,42.0
3950,3950,3950,3950,3950,3950,3950,3950,3950,104813,69.000,587,1,5,1,2,3,1,3,3,3,2,5,5,5,3,48,41.0
3951,3951,3951,3951,3951,3951,3951,3951,3951,69775,50.000,2454,4,4,4,4,4,4,4,2,5,3,4,4,4,4,0,13.0
3952,3952,3952,3952,3952,3952,3952,3952,3952,29989,22.000,183,2,2,2,2,5,5,3,5,3,2,4,4,5,5,0,1.0
3953,3953,3953,3953,3953,3953,3953,3953,3953,59265,44.000,4963,5,5,5,5,5,4,4,3,2,3,4,4,4,4,0,0.0
3954,3954,3954,3954,3954,3954,3954,3954,3954,105677,44.000,663,2,4,2,3,2,2,2,2,2,5,3,1,3,2,15,9.0
3955,3955,3955,3955,3955,3955,3955,3955,3955,91275,51.000,545,2,1,1,4,3,2,3,3,3,2,4,4,4,3,2,0.0
3956,3956,3956,3956,3956,3956,3956,3956,3956,119125,15.000,1107,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0
3957,3957,3957,3957,3957,3957,3957,3957,3957,114950,41.000,404,3,3,3,3,2,4,5,4,4,5,4,5,4,3,0,0.0
3958,3958,3958,3958,3958,3958,3958,3958,3958,1099,52.000,134,2,3,2,3,2,2,4,2,4,5,3,2,3,2,0,0.0
3959,3959,3959,3959,3959,3959,3959,3959,3959,125778,28.000,2637,1,1,1,1,5,5,5,5,4,4,4,5,4,5,14,61.0
3960,3960,3960,3960,3960,3960,3960,3960,3960,100511,18.000,580,2,4,2,3,2,2,2,2,2,2,3,4,4,2,38,30.0
3961,3961,3961,3961,3961,3961,3961,3961,3961,116023,45.000,337,3,3,3,3,4,3,4,4,5,5,1,3,3,4,0,0.0
3962,3962,3962,3962,3962,3962,3962,3962,3962,90269,30.000,2610,4,4,3,4,4,4,4,4,4,4,5,4,4,4,0,0.0
3963,3963,3963,3963,3963,3963,3963,3963,3963,51216,55.000,153,4,2,2,2,3,5,5,4,4,4,4,4,4,5,26,18.0
3964,3964,3964,3964,3964,3964,3964,3964,3964,44776,50.000,1250,4,4,4,3,2,4,2,2,1,2,3,2,4,2,0,0.0
3965,3965,3965,3965,3965,3965,3965,3965,3965,129376,27.000,2454,3,3,3,3,2,3,2,2,4,5,3,3,5,2,0,0.0
3966,3966,3966,3966,3966,3966,3966,3966,3966,81747,43.000,1487,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.0
3967,3967,3967,3967,3967,3967,3967,3967,3967,91624,42.000,1312,4,5,5,5,2,2,2,4,4,4,4,3,4,1,100,87.0
3968,3968,3968,3968,3968,3968,3968,3968,3968,52409,8.000,370,2,4,2,2,3,2,3,3,2,5,4,4,2,3,0,0.0
3969,3969,3969,3969,3969,3969,3969,3969,3969,43944,38.000,473,3,3,3,3,3,3,3,3,2,5,4,1,4,3,0,6.0
3970,3970,3970,3970,3970,3970,3970,3970,3970,62821,23.000,2556,2,3,2,3,2,2,2,4,1,3,3,2,3,2,3,14.0
3971,3971,3971,3971,3971,3971,3971,3971,3971,19099,35.000,287,5,4,4,4,5,5,5,5,2,5,1,4,5,5,0,0.0
3972,3972,3972,3972,3972,3972,3972,3972,3972,53707,41.000,1190,4,1,1,1,3,4,3,3,1,4,1,5,3,3,0,0.0
3973,3973,3973,3973,3973,3973,3973,3973,3973,73593,34.000,3792,5,5,5,5,3,5,5,4,4,4,5,3,4,5,0,0.0
3974,3974,3974,3974,3974,3974,3974,3974,3974,88234,38.000,223,4,2,4,4,2,4,2,2,3,3,4,1,4,2,0,0.0
3975,3975,3975,3975,3975,3975,3975,3975,3975,16826,32.000,645,1,5,1,3,3,1,3,3,4,5,4,3,1,3,0,18.0
3976,3976,3976,3976,3976,3976,3976,3976,3976,69193,54.000,3563,4,4,4,4,5,4,4,4,4,4,5,5,4,5,103,101.0
3977,3977,3977,3977,3977,3977,3977,3977,3977,36890,28.000,1182,0,0,0,2,3,0,3,3,3,5,2,5,4,3,31,20.0
3978,3978,3978,3978,3978,3978,3978,3978,3978,28843,43.000,954,3,4,4,4,3,3,3,3,4,2,2,4,3,3,0,0.0
3979,3979,3979,3979,3979,3979,3979,3979,3979,108279,57.000,895,2,5,2,3,4,5,5,4,4,2,4,4,4,4,36,15.0
3980,3980,3980,3980,3980,3980,3980,3980,3980,118893,26.000,587,5,5,5,1,5,5,5,5,5,5,4,5,3,5,130,135.0
3981,3981,3981,3981,3981,3981,3981,3981,3981,96409,15.000,1407,5,3,5,3,1,5,1,1,5,5,3,5,2,1,0,0.0
3982,3982,3982,3982,3982,3982,3982,3982,3982,15094,68.000,239,4,1,4,4,3,4,3,3,4,4,4,2,3,3,0,0.0
3983,3983,3983,3983,3983,3983,3983,3983,3983,107297,20.000,307,3,2,3,4,1,3,1,1,3,1,4,4,3,1,16,14.0
3984,3984,3984,3984,3984,3984,3984,3984,3984,25654,38.000,526,3,2,5,3,1,5,1,1,4,4,3,2,3,1,0,0.0
3985,3985,3985,3985,3985,3985,3985,3985,3985,87194,22.000,3055,3,5,5,5,3,3,3,3,2,3,3,4,4,3,40,18.0
3986,3986,3986,3986,3986,3986,3986,3986,3986,85187,25.000,696,4,4,4,4,3,4,3,3,2,2,4,1,4,3,0,0.0
3987,3987,3987,3987,3987,3987,3987,3987,3987,21306,23.000,526,4,5,4,3,4,4,4,4,4,2,5,5,5,4,0,0.0
3988,3988,3988,3988,3988,3988,3988,3988,3988,32502,64.000,163,5,3,3,3,5,4,5,5,5,5,5,2,5,5,0,0.0
3989,3989,3989,3989,3989,3989,3989,3989,3989,125253,13.000,427,4,1,4,1,1,4,1,1,4,4,1,4,1,1,0,0.0
3990,3990,3990,3990,3990,3990,3990,3990,3990,78129,39.000,196,4,2,4,4,2,4,2,2,3,4,3,4,4,2,0,0.0
3991,3991,3991,3991,3991,3991,3991,3991,3991,102160,19.000,3076,5,5,5,5,4,4,4,4,3,4,4,5,5,4,0,0.0
3992,3992,3992,3992,3992,3992,3992,3992,3992,116912,24.000,370,4,0,4,3,2,4,2,2,4,5,4,3,4,2,74,68.0
3993,3993,3993,3993,3993,3993,3993,3993,3993,121468,47.000,331,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,3.0
3994,3994,3994,3994,3994,3994,3994,3994,3994,52121,14.000,639,2,1,5,1,2,2,3,2,3,2,4,4,4,2,0,0.0
3995,3995,3995,3995,3995,3995,3995,3995,3995,26445,40.000,919,3,3,3,3,1,4,3,4,4,4,4,1,4,1,5,0.0
3996,3996,3996,3996,3996,3996,3996,3996,3996,125814,39.000,992,4,4,4,1,3,4,3,3,5,4,5,4,5,3,0,0.0
3997,3997,3997,3997,3997,3997,3997,3997,3997,126560,44.000,1558,3,3,3,3,4,4,5,5,5,5,5,3,5,4,0,0.0
3998,3998,3998,3998,3998,3998,3998,3998,3998,105530,10.000,611,5,0,5,3,1,0,1,1,3,4,5,4,4,1,0,0.0
3999,3999,3999,3999,3999,3999,3999,3999,3999,127728,57.000,255,4,4,4,4,2,5,5,5,5,5,5,3,5,5,66,54.0
4000,4000,4000,4000,4000,4000,4000,4000,4000,67124,25.000,2603,1,5,5,5,1,1,1,1,4,4,1,3,1,1,32,36.0
4001,4001,4001,4001,4001,4001,4001,4001,4001,100012,71.000,3887,1,2,2,2,3,3,2,1,1,2,1,2,1,3,5,0.0
4002,4002,4002,4002,4002,4002,4002,4002,4002,100562,85.000,486,3,4,4,4,3,3,3,4,5,4,4,3,4,3,8,1.0
4003,4003,4003,4003,4003,4003,4003,4003,4003,110778,59.000,990,2,4,4,4,3,3,4,2,2,2,2,3,2,2,0,0.0
4004,4004,4004,4004,4004,4004,4004,4004,4004,92656,9.000,453,4,4,4,3,3,4,3,3,1,1,4,3,5,3,0,0.0
4005,4005,4005,4005,4005,4005,4005,4005,4005,80415,38.000,2248,3,4,3,3,2,4,5,4,4,4,4,4,4,3,8,25.0
4006,4006,4006,4006,4006,4006,4006,4006,4006,47924,7.000,834,3,5,3,4,2,3,4,2,4,5,4,3,5,2,0,0.0
4007,4007,4007,4007,4007,4007,4007,4007,4007,10844,39.000,3927,1,5,5,5,3,4,3,1,1,1,1,3,1,1,0,0.0
4008,4008,4008,4008,4008,4008,4008,4008,4008,38648,27.000,1460,2,2,2,4,4,2,4,4,5,3,5,2,3,4,0,0.0
4009,4009,4009,4009,4009,4009,4009,4009,4009,45289,42.000,150,5,5,5,5,4,4,1,4,4,4,4,3,4,3,0,0.0
4010,4010,4010,4010,4010,4010,4010,4010,4010,42532,60.000,368,5,1,3,1,4,5,4,4,5,1,5,3,1,4,0,0.0
4011,4011,4011,4011,4011,4011,4011,4011,4011,39697,54.000,3780,4,4,4,4,4,5,4,4,4,4,4,4,4,4,73,60.0
4012,4012,4012,4012,4012,4012,4012,4012,4012,113474,54.000,407,5,1,5,5,3,5,4,4,4,4,4,3,4,5,6,5.0
4013,4013,4013,4013,4013,4013,4013,4013,4013,79543,43.000,762,4,4,4,4,2,4,5,4,4,4,4,4,4,3,0,0.0
4014,4014,4014,4014,4014,4014,4014,4014,4014,4656,24.000,364,4,0,4,3,2,4,2,2,5,2,4,5,5,2,0,0.0
4015,4015,4015,4015,4015,4015,4015,4015,4015,107536,56.000,1521,2,2,4,2,4,5,4,4,4,4,4,3,4,4,29,22.0
4016,4016,4016,4016,4016,4016,4016,4016,4016,27075,18.000,1399,2,3,2,4,1,2,1,1,4,3,1,5,4,1,0,0.0
4017,4017,4017,4017,4017,4017,4017,4017,4017,80080,43.000,2129,4,4,2,4,4,5,4,5,5,5,5,5,5,3,0,0.0
4018,4018,4018,4018,4018,4018,4018,4018,4018,127190,30.000,647,2,2,2,4,4,2,5,4,3,5,5,4,5,4,4,0.0
4019,4019,4019,4019,4019,4019,4019,4019,4019,57573,16.000,1597,1,2,2,2,1,1,2,1,4,2,2,3,4,1,12,21.0
4020,4020,4020,4020,4020,4020,4020,4020,4020,47362,59.000,599,3,2,2,2,3,3,3,3,1,4,3,4,3,3,0,0.0
4021,4021,4021,4021,4021,4021,4021,4021,4021,40489,35.000,222,2,4,2,2,2,2,3,2,1,1,3,1,3,2,0,0.0
4022,4022,4022,4022,4022,4022,4022,4022,4022,35057,60.000,1076,2,2,5,2,2,5,5,5,5,5,5,5,5,4,88,51.0
4023,4023,4023,4023,4023,4023,4023,4023,4023,40406,45.000,222,5,4,4,4,5,3,4,5,5,5,5,1,5,2,0,
4024,4024,4024,4024,4024,4024,4024,4024,4024,70257,22.000,1592,1,5,1,5,4,1,4,4,3,5,3,5,5,4,2,0.0
4025,4025,4025,4025,4025,4025,4025,4025,4025,119481,44.000,3098,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0.0
4026,4026,4026,4026,4026,4026,4026,4026,4026,126965,54.000,2102,4,3,4,4,5,5,4,2,2,2,2,4,2,3,0,0.0
4027,4027,4027,4027,4027,4027,4027,4027,4027,51879,41.000,3068,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0
4028,4028,4028,4028,4028,4028,4028,4028,4028,114756,39.000,342,2,2,2,5,1,2,1,1,3,3,4,4,4,1,0,0.0
4029,4029,4029,4029,4029,4029,4029,4029,4029,73331,26.000,1687,2,2,2,2,4,4,4,4,4,4,5,4,5,4,0,0.0
4030,4030,4030,4030,4030,4030,4030,4030,4030,115327,27.000,296,4,4,4,1,4,4,4,4,5,4,4,5,4,4,17,30.0
4031,4031,4031,4031,4031,4031,4031,4031,4031,46681,9.000,125,3,2,3,2,4,3,4,4,2,2,3,2,2,4,10,17.0
4032,4032,4032,4032,4032,4032,4032,4032,4032,57419,68.000,455,2,4,2,3,5,2,5,5,4,5,4,3,4,5,0,0.0
4033,4033,4033,4033,4033,4033,4033,4033,4033,81348,30.000,1299,1,1,1,4,4,1,4,4,2,3,1,1,2,4,0,0.0
4034,4034,4034,4034,4034,4034,4034,4034,4034,99231,51.000,1541,2,5,5,5,5,3,3,2,2,3,2,1,2,3,0,0.0
4035,4035,4035,4035,4035,4035,4035,4035,4035,60554,60.000,641,3,5,5,5,3,3,3,3,2,4,3,3,4,3,132,121.0
4036,4036,4036,4036,4036,4036,4036,4036,4036,99770,62.000,255,2,5,5,5,2,2,2,2,2,2,3,1,2,2,8,6.0
4037,4037,4037,4037,4037,4037,4037,4037,4037,87783,41.000,214,1,1,5,1,4,4,4,4,4,4,5,5,4,4,0,0.0
4038,4038,4038,4038,4038,4038,4038,4038,4038,28359,64.000,867,4,3,3,3,4,4,4,4,4,1,3,2,4,4,0,0.0
4039,4039,4039,4039,4039,4039,4039,4039,4039,2749,42.000,695,4,2,2,2,2,4,3,4,4,4,4,2,4,1,0,18.0
4040,4040,4040,4040,4040,4040,4040,4040,4040,75866,68.000,1437,5,5,5,2,4,5,4,4,5,4,4,5,4,4,0,0.0
4041,4041,4041,4041,4041,4041,4041,4041,4041,111759,21.000,938,2,2,2,3,4,2,1,4,3,2,3,2,4,4,25,18.0
4042,4042,4042,4042,4042,4042,4042,4042,4042,33469,13.000,2556,2,2,2,4,1,2,1,1,2,2,3,4,3,1,0,0.0
4043,4043,4043,4043,4043,4043,4043,4043,4043,68943,34.000,646,4,2,4,1,5,4,5,5,1,1,1,1,2,5,0,0.0
4044,4044,4044,4044,4044,4044,4044,4044,4044,19043,32.000,3990,5,5,5,5,4,4,4,4,2,4,1,5,4,4,30,28.0
4045,4045,4045,4045,4045,4045,4045,4045,4045,71193,46.000,2586,2,2,2,2,3,4,5,4,4,4,4,5,4,4,38,33.0
4046,4046,4046,4046,4046,4046,4046,4046,4046,39321,31.000,212,2,1,2,1,5,2,1,5,3,5,2,1,2,5,0,0.0
4047,4047,4047,4047,4047,4047,4047,4047,4047,23096,24.000,240,0,0,0,1,1,1,1,1,3,5,5,3,4,1,23,25.0
4048,4048,4048,4048,4048,4048,4048,4048,4048,72072,27.000,2486,1,1,1,1,1,1,5,1,3,3,5,5,4,1,19,0.0
4049,4049,4049,4049,4049,4049,4049,4049,4049,8078,23.000,530,4,0,4,3,5,4,5,5,3,2,5,5,5,5,0,0.0
4050,4050,4050,4050,4050,4050,4050,4050,4050,10774,45.000,1677,0,5,0,2,5,5,4,1,1,1,1,4,1,4,0,0.0
4051,4051,4051,4051,4051,4051,4051,4051,4051,117658,54.000,1449,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0.0
4052,4052,4052,4052,4052,4052,4052,4052,4052,79303,24.000,2248,2,2,2,2,2,2,2,2,5,2,3,5,4,2,0,0.0
4053,4053,4053,4053,4053,4053,4053,4053,4053,8771,55.000,522,4,5,4,3,2,4,4,2,2,4,2,3,2,3,0,0.0
4054,4054,4054,4054,4054,4054,4054,4054,4054,110115,50.000,3816,5,5,5,5,5,4,4,4,4,4,4,3,4,4,3,4.0
4055,4055,4055,4055,4055,4055,4055,4055,4055,107006,47.000,937,3,3,3,3,4,4,5,4,4,4,4,3,4,5,1,0.0
4056,4056,4056,4056,4056,4056,4056,4056,4056,103565,48.000,2914,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0.0
4057,4057,4057,4057,4057,4057,4057,4057,4057,1290,45.000,102,3,4,0,4,4,0,4,4,5,4,1,2,2,4,0,0.0
4058,4058,4058,4058,4058,4058,4058,4058,4058,118062,51.000,1044,4,4,3,3,2,3,2,2,5,3,2,2,4,2,0,0.0
4059,4059,4059,4059,4059,4059,4059,4059,4059,127213,31.000,370,1,4,1,2,4,1,4,4,4,2,4,5,5,4,3,6.0
4060,4060,4060,4060,4060,4060,4060,4060,4060,106335,48.000,825,2,5,2,4,1,2,1,1,4,4,5,5,4,1,0,6.0
4061,4061,4061,4061,4061,4061,4061,4061,4061,64840,27.000,247,4,4,4,3,2,4,2,2,3,2,4,4,5,2,0,0.0
4062,4062,4062,4062,4062,4062,4062,4062,4062,46468,19.000,125,1,2,1,3,2,1,5,2,4,5,3,1,4,2,29,26.0
4063,4063,4063,4063,4063,4063,4063,4063,4063,54117,50.000,1400,1,1,1,1,4,3,2,4,4,4,4,2,4,4,8,0.0
4064,4064,4064,4064,4064,4064,4064,4064,4064,56110,67.000,2402,1,4,1,1,1,5,5,1,1,5,2,5,3,5,0,1.0
